Age,Niveau de diplôme,Genre,Quartier,Salaire (€),Classe sociale,École des enfants,Dispose de femme de ménage,Prix au mètre carré de l'habitation (€/m2),Casier judiciaire,Niveau social des parents,Va souvent au cinéma,Score
70,4,1,2,2006,2,1,0,2415,0,2,2,1.15
54,0,1,1,4646,1,0,1,3163,0,1,2,0.9499999999999997
72,4,0,0,5679,2,1,0,3201,0,2,2,0.3999999999999999
49,4,0,0,8723,2,0,0,3143,0,0,0,0.3999999999999999
73,1,1,2,3794,0,0,0,4204,1,0,2,4.15
32,3,0,2,4356,2,1,0,1087,1,0,2,3.65
58,1,0,1,1285,1,1,1,1788,1,0,2,2.4
55,1,1,2,7665,0,0,1,4346,0,1,1,1.65
45,2,0,2,7966,1,0,0,3145,1,2,0,4.15
77,2,0,1,6290,0,0,0,3183,0,0,1,0.8999999999999999
34,2,0,0,2889,2,0,0,2063,1,0,2,2.9
88,1,0,2,3783,1,0,1,2962,0,1,2,1.4499999999999997
42,1,0,0,5879,0,1,1,2285,0,0,0,-0.4500000000000002
61,1,0,0,6983,1,1,0,3946,1,1,0,1.9
54,2,0,2,5157,0,0,1,2968,1,2,2,4.8
20,0,0,1,1675,1,0,1,1923,0,2,1,0.1499999999999999
89,4,0,2,9339,1,1,0,4646,1,1,2,4.5
34,2,1,1,8064,1,1,0,4876,1,1,2,3.75
48,2,1,2,7420,0,1,1,3538,0,0,2,1.7999999999999998
66,0,1,0,1402,0,0,1,2365,1,0,2,2.8
89,4,0,1,9025,0,0,0,2477,1,2,2,3.9
68,0,0,2,2517,2,0,1,1024,1,0,0,3.4
42,1,1,1,8241,2,1,1,1016,0,2,0,-0.10000000000000009
70,4,0,0,5968,2,1,1,1311,0,1,0,-0.10000000000000009
35,3,0,1,9363,2,0,1,4354,1,0,0,3.9
58,2,1,1,5378,0,0,1,4420,0,2,2,1.9
29,1,0,0,2214,1,1,1,2695,0,2,0,-0.95
77,1,1,0,8393,1,0,1,1185,1,1,0,2.4
39,1,1,1,4551,0,1,1,4067,1,1,1,2.55
88,1,0,0,9782,0,0,1,1707,1,2,2,2.9
74,0,0,0,6567,2,1,0,1911,1,2,1,2.0
52,3,1,1,2592,0,1,1,2607,1,2,0,2.55
57,4,1,1,3973,0,1,1,2045,0,0,0,0.19999999999999973
32,0,1,0,3460,2,1,0,2915,0,2,1,-0.7000000000000002
71,3,0,1,9419,2,1,1,4684,1,1,1,3.4
79,2,0,1,2916,0,1,0,3757,0,0,0,-0.10000000000000009
48,4,1,1,9097,2,0,1,3552,1,2,2,4.05
35,3,0,1,1212,1,1,0,3456,0,0,1,-0.10000000000000009
45,4,0,0,5355,1,0,0,2998,0,2,2,0.8999999999999999
52,4,1,1,4081,0,0,0,1185,1,1,1,2.9
36,3,0,1,7850,0,0,0,1652,0,0,2,1.25
26,4,1,0,2279,2,0,0,1572,1,0,0,2.25
25,1,1,0,9848,2,0,1,2538,0,1,0,0.04999999999999982
61,0,0,0,4407,0,0,0,1182,0,1,0,-0.3500000000000001
55,3,0,0,8081,2,0,0,2052,0,0,2,0.8999999999999999
64,3,0,0,8744,1,0,1,3290,0,1,0,0.5499999999999998
80,4,1,0,1180,0,1,0,4058,0,0,1,-0.25
62,3,0,0,7533,0,0,1,4768,0,0,2,1.4
47,3,1,1,4028,1,0,1,3253,0,1,2,1.1999999999999997
37,1,0,0,4692,0,0,0,4201,1,1,1,2.4
55,3,1,1,3786,1,1,0,3005,0,2,1,0.04999999999999982
25,3,0,1,4109,2,0,0,4232,1,0,2,3.9
78,3,0,0,2756,2,0,0,1522,0,2,0,-0.25
86,2,0,1,6850,0,0,1,3875,1,0,2,4.05
45,1,1,2,5717,0,1,0,1069,1,0,1,3.0
68,4,0,2,5248,2,1,1,4535,1,0,0,4.15
72,1,0,0,4065,1,0,0,4684,1,1,2,2.9
87,2,0,2,2980,1,0,1,1716,1,1,1,3.65
81,0,1,0,1724,0,1,0,3999,1,0,2,2.15
50,2,1,0,7163,1,1,0,2395,0,2,0,-0.10000000000000009
73,3,0,2,4270,0,1,0,1972,0,0,2,1.15
35,0,0,2,6608,0,0,1,3764,1,2,2,4.55
31,4,1,0,7721,2,1,1,2615,0,1,2,0.5499999999999998
50,0,0,2,2324,2,0,1,1771,1,2,1,3.4
49,3,1,1,2898,2,1,0,3274,1,1,0,2.4
24,3,1,1,5108,1,1,1,2475,0,0,0,0.5499999999999998
89,4,1,2,9252,0,0,1,4687,0,1,1,2.1500000000000004
47,1,1,1,1072,2,1,1,2910,1,1,0,2.05
80,2,1,2,8566,1,1,0,2711,0,1,1,1.15
87,4,1,2,4207,2,0,0,3932,1,2,2,4.3
87,2,1,0,8917,0,0,0,1776,1,0,0,2.75
70,0,0,0,7374,1,0,0,1306,1,2,1,2.5
74,1,0,0,3990,0,1,1,4708,1,2,1,2.05
40,2,1,0,6801,1,1,0,2988,0,2,0,-0.10000000000000009
62,0,1,1,2521,1,0,0,4663,0,0,1,0.5
55,2,0,1,6785,0,0,0,4058,0,2,0,1.25
44,2,0,0,7437,2,0,1,1467,0,0,1,0.3999999999999999
90,4,1,2,1879,2,1,0,4776,0,0,0,1.0
39,4,1,2,1665,2,0,0,3410,1,2,0,3.65
58,1,0,2,1604,1,0,1,3104,0,2,0,0.7999999999999998
83,0,1,0,7253,2,0,0,3424,0,1,2,0.6499999999999999
80,3,1,2,7096,1,1,1,4764,0,2,1,1.65
60,4,0,1,9779,2,1,0,3964,1,1,2,3.4
49,0,0,1,3259,2,0,0,2637,0,0,0,0.2999999999999998
28,0,0,1,2893,0,0,1,4812,0,2,2,1.15
56,3,1,0,7611,0,1,1,4643,0,1,2,0.8999999999999999
74,4,0,0,2552,2,1,1,2437,0,1,1,-0.4500000000000002
38,1,0,0,5254,0,1,1,3426,0,2,2,0.04999999999999982
73,2,0,1,4278,0,0,1,3211,0,0,0,0.6999999999999997
27,3,0,0,7079,1,1,1,2436,0,2,1,0.04999999999999982
77,3,1,2,4709,1,0,1,4525,0,1,1,1.7999999999999998
89,0,1,2,4157,2,1,0,4342,1,1,1,3.4
90,3,0,1,7877,1,1,0,4984,1,0,0,3.25
57,0,1,1,5762,1,1,1,4567,0,1,1,0.6499999999999999
34,3,1,0,3964,0,0,1,1792,1,0,0,2.55
59,1,1,2,2425,2,0,1,4871,0,0,1,1.15
75,4,0,0,9652,2,1,0,1361,1,1,0,2.25
72,1,1,2,6884,2,1,1,3919,0,1,2,1.2999999999999998
74,3,1,0,1650,2,0,0,1453,1,2,1,2.25
18,4,1,0,3422,0,0,1,3382,1,2,2,3.1999999999999997
29,4,1,1,9571,0,0,1,4068,1,0,0,3.9
60,3,0,0,9839,2,1,1,4356,1,2,0,2.9
29,0,0,2,6034,2,0,0,2432,1,2,0,3.9
72,1,1,1,4225,2,1,1,4249,1,2,1,2.55
39,3,1,0,1950,1,0,0,3276,0,0,2,0.3999999999999999
61,4,0,1,5653,1,1,0,4722,0,1,2,1.25
45,3,1,0,4039,0,0,0,1333,0,2,1,-0.10000000000000009
88,1,1,1,2860,2,1,1,4318,1,0,2,2.9
52,3,1,2,9635,0,0,0,2853,1,0,2,4.65
19,3,1,2,4945,2,1,0,2965,0,2,2,1.2999999999999998
68,1,0,1,2436,0,0,0,4232,0,1,1,0.25
67,4,0,1,9507,2,1,0,3294,0,2,0,0.3999999999999999
58,3,1,1,9120,1,0,1,3869,1,0,2,4.05
33,2,1,0,1788,2,1,1,4215,0,1,1,-0.10000000000000009
83,2,0,0,2922,2,0,0,2399,0,1,0,-0.10000000000000009
41,4,1,1,4170,1,0,0,2358,0,0,0,0.5499999999999998
66,4,1,2,5525,2,1,1,2576,0,1,1,1.2999999999999998
35,2,0,2,4453,1,0,1,2782,1,1,2,4.449999999999999
34,4,0,0,9029,1,1,0,2550,0,2,0,-0.10000000000000009
86,0,1,0,8918,2,0,1,1643,1,1,0,2.65
25,1,1,2,2951,1,1,1,1247,1,2,1,2.65
50,1,1,1,9007,1,1,1,2277,1,2,2,3.05
55,0,1,2,9174,0,0,1,3960,1,1,1,4.05
61,3,0,0,5354,2,1,0,1579,1,2,1,2.25
61,0,1,1,3151,1,1,0,4762,1,1,2,3.15
82,2,0,1,7040,2,1,1,3904,1,1,2,3.55
88,1,1,1,3761,1,0,0,3996,1,2,2,3.05
77,4,1,1,4509,0,1,1,4342,1,1,1,3.05
44,3,1,2,5086,2,1,1,2116,1,1,2,4.3
89,2,1,2,4840,2,0,1,1595,0,2,2,1.7999999999999998
81,3,1,2,4683,1,0,0,2601,0,2,1,1.2999999999999998
59,0,1,0,7515,1,0,1,4052,0,2,2,1.15
43,1,0,0,2106,1,1,1,1965,0,1,1,-1.1
49,3,0,0,5530,1,0,0,4538,0,0,2,1.25
51,4,1,0,4034,0,0,0,1568,1,0,1,2.4
75,2,0,0,8222,0,0,1,1148,1,0,1,2.9
33,1,0,0,3700,0,0,0,4607,0,0,0,-0.10000000000000009
52,1,1,0,3504,2,1,1,2948,0,0,2,-0.30000000000000004
52,0,0,1,1623,1,1,1,4294,1,1,0,2.65
63,1,1,1,4433,2,1,1,3032,0,1,2,0.19999999999999973
67,1,0,1,8979,2,1,1,3784,0,0,0,0.04999999999999982
78,1,0,1,8503,2,1,0,4591,1,2,2,3.25
35,0,0,0,9606,2,1,0,3865,1,1,0,2.15
27,1,1,2,6270,1,0,1,4644,0,1,1,1.65
39,3,1,0,9724,1,0,0,2572,0,2,2,0.8999999999999999
44,3,1,1,3381,1,0,1,4251,1,1,1,3.55
32,1,0,1,9121,2,1,1,1685,0,0,0,-0.10000000000000009
76,0,0,0,4868,0,0,1,1344,1,0,1,2.3
34,1,0,2,2166,0,0,0,2973,0,0,0,0.6499999999999999
51,1,1,1,6046,0,0,0,2116,1,2,1,2.9
57,1,1,2,7087,1,0,0,3395,0,2,1,1.15
59,0,1,0,4840,0,0,0,2369,1,0,2,2.8
55,4,0,0,9283,2,1,1,3753,0,0,1,0.04999999999999982
34,4,1,0,5561,0,0,0,2244,0,0,2,0.8999999999999999
82,1,0,0,7436,1,1,1,4646,1,2,1,2.4
54,2,1,1,2400,0,1,1,2732,0,2,0,0.04999999999999982
77,4,0,1,4273,0,1,0,4826,1,0,2,3.4
82,1,1,0,1144,2,1,0,4475,1,2,2,2.25
42,3,0,0,7533,0,0,0,1834,0,0,0,0.25
79,2,0,0,5693,0,0,1,1051,0,2,0,0.3999999999999999
59,3,0,0,9985,2,0,1,3804,1,1,0,3.05
56,2,1,0,6460,1,0,0,1612,1,1,2,3.25
24,3,1,1,6919,0,0,0,4798,0,1,2,1.75
62,4,0,1,4100,2,0,0,4948,0,2,2,1.4
57,3,1,1,2219,0,0,1,1671,0,0,2,0.8999999999999999
88,3,1,0,1238,0,0,1,4800,0,0,2,0.8999999999999999
58,2,1,0,4064,0,1,1,1491,1,1,1,2.05
20,4,0,2,3355,1,1,0,4287,1,1,2,4.15
71,3,0,0,6512,1,1,0,1807,0,2,0,-0.25
19,4,1,2,4172,1,1,0,4258,0,2,2,1.65
32,0,0,2,9023,0,1,0,2621,1,1,2,3.9
35,2,0,1,5669,0,1,1,2370,0,2,1,0.5499999999999998
72,2,1,1,2915,1,0,1,4705,1,1,2,3.9
80,4,1,1,2905,1,1,0,1820,0,2,0,-0.25
77,2,1,0,7835,2,0,0,2180,0,0,0,0.3999999999999999
22,4,1,1,4619,1,1,1,4107,1,0,1,3.05
73,0,1,0,3132,0,0,0,2358,0,1,2,0.2999999999999998
56,0,0,0,4914,2,0,0,2213,0,1,1,-0.20000000000000018
39,0,0,2,7640,2,0,0,2605,0,1,1,1.4
74,0,0,0,4940,1,0,0,4850,1,2,0,2.65
88,3,0,2,7795,1,1,0,4932,0,2,0,1.5
81,3,1,0,8190,0,0,0,2719,0,1,1,0.3999999999999999
69,2,0,1,8243,1,1,1,3595,0,1,1,0.5499999999999998
58,0,0,2,9650,2,0,1,2353,0,0,0,1.5499999999999998
81,1,1,2,6008,0,1,0,4946,0,1,1,1.0
88,1,0,2,2528,0,1,0,1129,1,1,2,3.0
58,3,0,1,1737,1,0,0,3081,0,0,1,0.3999999999999999
79,3,0,1,1139,0,0,1,2529,1,1,2,3.55
36,1,1,0,7220,1,0,1,2393,1,1,1,2.55
20,1,1,2,1872,1,0,0,2905,0,2,0,0.6499999999999999
64,1,1,2,4971,0,1,1,4425,1,2,1,3.3
52,0,1,0,5496,0,1,1,2375,1,1,2,2.8
59,2,0,0,4893,1,1,1,2444,1,1,1,2.1999999999999997
70,4,1,1,6038,1,0,1,2277,1,0,0,3.55
52,1,1,1,9557,0,1,1,4782,0,2,2,0.8999999999999999
32,2,0,1,9047,2,1,0,3259,0,2,2,0.8999999999999999
66,4,1,0,1182,2,1,1,1944,0,0,1,-0.6000000000000001
74,1,0,2,7949,2,0,1,1559,0,2,1,1.15
22,0,0,2,1734,2,0,0,4805,1,2,0,3.75
49,2,0,1,2623,0,1,0,3811,1,2,0,2.4
83,4,0,2,7037,2,1,1,3523,1,1,0,3.8
63,2,1,1,1036,2,0,0,1567,1,1,0,2.75
68,0,0,1,8307,2,0,1,3447,0,2,0,0.7999999999999998
87,1,0,2,3094,0,1,0,4329,1,0,0,3.15
30,2,1,2,6214,2,0,1,3683,0,0,2,2.3
82,3,0,1,6055,1,0,0,3490,0,1,0,0.8999999999999999
77,3,0,2,2319,2,0,1,4417,1,1,1,4.15
79,4,1,0,9773,1,1,1,2483,1,1,2,3.05
26,0,0,1,3114,0,0,0,4483,0,2,1,0.6499999999999999
19,4,0,2,9874,2,0,0,3277,1,0,1,4.15
85,0,0,1,6089,2,0,1,4383,0,0,2,1.65
21,4,1,1,8309,1,1,1,2509,1,2,0,3.05
79,1,1,0,9881,0,1,1,1878,1,0,2,2.4
31,1,1,0,4903,1,1,0,3968,0,0,0,-0.95
67,0,1,0,5296,1,1,1,4090,1,1,1,2.65
32,4,0,1,7604,0,0,1,2825,1,0,0,3.55
63,2,1,0,1826,1,1,0,3914,0,2,0,-0.6000000000000001
23,4,1,2,4905,2,1,0,1469,0,1,1,0.6499999999999999
82,1,0,2,7323,1,1,0,3724,0,2,1,0.6499999999999999
75,4,1,1,5929,1,0,0,2504,0,1,1,0.8999999999999999
76,2,0,1,4973,1,0,0,1947,1,0,0,2.9
18,4,0,2,9520,1,1,1,3072,1,1,2,4.3
57,0,1,2,1214,2,1,0,2402,0,2,0,0.3999999999999999
46,0,0,1,4028,0,1,1,1864,1,1,1,2.3
86,1,0,0,5355,0,0,0,2218,0,2,2,0.3999999999999999
57,1,1,1,6288,2,1,1,2427,1,1,2,3.05
70,1,0,1,1627,0,1,0,2603,1,0,0,1.9
23,3,1,2,3529,1,1,0,4127,0,0,2,1.65
21,1,1,0,4907,2,1,0,4579,1,0,2,2.4
60,2,0,2,2400,1,1,1,1583,1,2,0,3.15
70,4,0,0,8353,0,0,0,2548,0,2,1,0.3999999999999999
20,2,0,1,5240,1,0,0,1104,1,0,1,3.25
63,2,0,2,1145,1,0,0,4580,0,2,2,2.0
60,0,0,1,7834,0,1,1,3428,1,0,2,3.3
36,4,0,1,4086,2,1,0,4960,0,2,2,0.8999999999999999
56,0,0,1,1165,0,1,0,3014,1,0,2,2.65
62,3,0,1,2913,1,0,1,2362,1,1,2,3.55
39,2,0,0,3082,1,1,0,4185,1,1,1,2.4
32,4,0,0,3971,0,0,0,1331,1,0,2,2.9
83,4,0,2,6270,2,1,0,4827,1,2,2,4.5
46,0,1,0,8557,1,0,0,2707,0,2,2,0.6499999999999999
41,1,1,0,1590,0,0,1,1359,1,1,0,1.9
85,1,1,0,8916,0,1,1,1280,1,1,1,1.9
39,1,1,2,2222,1,1,0,3968,0,0,1,0.1499999999999999
78,2,0,2,6230,2,0,0,4592,1,1,0,4.5
70,2,0,2,1500,1,0,0,2638,1,1,2,4.15
34,1,0,2,6583,2,1,0,4721,0,1,1,1.0
59,1,1,0,3759,2,1,0,2864,0,0,1,-0.95
56,0,0,0,9553,2,1,1,3811,0,1,0,-0.20000000000000018
44,2,1,0,5762,2,1,0,2241,1,2,0,2.4
31,2,0,2,6415,2,0,1,1942,0,0,2,2.15
68,3,0,2,1074,0,0,1,3859,1,0,0,3.8
42,1,0,1,8710,0,1,1,2832,0,0,0,0.04999999999999982
66,2,1,0,5349,0,0,0,4338,1,0,2,3.75
84,3,1,2,9950,0,0,1,1947,1,0,1,4.15
76,1,1,0,6914,0,0,0,1019,1,0,1,2.25
18,2,1,1,7365,0,0,0,3893,1,1,1,3.4
25,4,0,2,4841,0,0,0,3390,0,1,1,1.2999999999999998
70,4,1,1,8686,0,0,0,4920,1,2,2,4.25
42,3,0,1,1674,1,1,1,2778,1,2,2,3.05
33,2,1,2,8730,2,0,1,4152,1,1,2,5.0
65,1,0,0,5740,0,0,1,4439,1,2,2,3.4
51,2,0,0,8707,1,0,0,3297,0,0,2,0.8999999999999999
48,4,1,1,9894,0,1,1,4239,1,2,0,3.4
38,3,1,1,6823,0,1,0,1678,1,2,2,3.25
21,1,0,1,3305,0,0,0,3190,0,2,0,0.04999999999999982
86,0,0,1,8815,0,0,1,3385,1,1,1,3.3
74,1,0,2,6278,2,0,1,3055,1,1,1,3.8
22,1,1,2,9649,0,0,0,2006,0,1,0,1.15
85,2,0,0,3811,2,1,0,4703,1,2,2,2.9
73,1,1,2,5664,1,0,1,4890,0,1,0,1.65
20,1,1,0,8472,2,1,0,3590,0,1,2,-0.10000000000000009
71,2,1,2,4015,1,0,0,1603,1,1,0,3.65
64,4,1,1,3853,1,0,1,2179,0,0,2,1.1999999999999997
21,4,1,2,2173,1,1,0,1318,0,2,1,0.5
72,0,0,1,3684,2,0,0,3128,1,2,2,3.3
59,2,1,2,8998,1,1,1,1759,0,2,0,1.15
77,1,1,2,7493,0,1,0,2362,1,2,2,3.65
18,2,0,0,9688,1,0,0,2066,1,2,0,2.9
35,4,0,2,4388,1,1,0,1770,1,2,2,3.65
46,1,0,1,5499,0,1,1,3117,1,1,2,3.05
67,1,0,2,1945,0,0,1,2165,0,0,0,0.7999999999999998
49,2,0,2,9147,1,0,1,3708,0,2,1,1.7999999999999998
53,3,1,2,8978,1,0,0,3949,0,0,0,1.65
41,3,0,1,3622,2,1,0,1023,0,2,0,-0.10000000000000009
69,1,0,0,9550,0,0,1,3128,1,1,1,2.55
47,4,0,2,4420,2,0,0,3331,1,1,1,3.8
61,0,1,2,9141,0,1,1,1730,1,0,1,3.4
18,0,0,0,1191,2,1,0,2248,0,1,2,-0.3500000000000001
34,3,0,2,3790,2,1,1,3889,1,1,1,3.4499999999999997
38,0,1,2,2961,1,1,1,3561,0,0,1,0.5499999999999998
40,4,0,2,5610,1,1,0,2210,0,2,1,1.15
65,0,1,2,7947,2,1,0,2263,1,1,2,3.9
65,0,1,1,2738,1,1,1,1946,0,1,2,0.1499999999999999
62,1,1,2,9548,1,1,0,3163,1,0,0,3.15
60,1,1,1,1264,2,0,0,4810,0,0,2,0.75
57,0,1,2,6894,2,0,1,3492,1,2,1,4.05
68,0,1,0,1502,0,0,1,1523,0,2,2,0.1499999999999999
37,2,0,1,4931,0,0,0,1646,0,1,2,0.8999999999999999
51,4,1,0,4795,0,1,0,1213,0,0,2,-0.10000000000000009
82,1,1,2,3750,0,0,0,4961,1,1,1,3.65
54,1,0,2,2042,1,1,1,1726,1,1,1,2.65
90,4,0,2,3679,1,1,1,4181,0,0,1,1.2999999999999998
74,4,0,1,1887,1,0,0,2386,1,0,1,2.9
20,4,0,2,7959,0,0,1,1027,0,2,2,2.15
84,2,1,2,8550,1,0,1,3725,1,2,2,4.8
74,0,0,1,8093,2,1,1,4151,0,0,2,1.15
24,4,1,0,2177,1,1,1,1706,1,0,0,1.9
39,3,1,1,1935,2,1,1,3765,1,0,0,2.55
59,4,0,2,5076,0,1,1,4209,1,2,1,4.15
80,4,0,1,1599,0,1,0,2603,1,0,2,2.9
29,3,0,2,9939,0,1,1,1199,1,2,0,3.65
69,3,0,0,7241,0,0,1,2612,1,2,1,3.05
37,2,1,2,8580,1,1,1,1135,0,2,2,1.65
52,4,0,1,8716,2,0,0,4391,1,2,0,3.75
86,3,1,1,4416,0,0,1,3097,0,2,1,0.6999999999999997
75,1,1,0,8318,1,1,1,2446,1,1,2,2.55
61,4,1,0,5906,2,1,0,3432,1,2,1,2.4
62,4,0,1,6109,0,1,1,4980,0,2,0,0.8999999999999999
53,2,1,1,6534,0,0,0,3691,0,1,1,0.8999999999999999
63,4,0,2,2803,1,0,0,1704,1,0,0,3.5
45,3,1,2,2197,0,0,1,1263,0,1,1,1.15
22,2,1,1,9899,2,0,0,4880,0,1,2,1.75
53,4,1,2,5270,1,1,1,2644,0,0,1,1.2999999999999998
62,1,1,0,1911,2,0,1,1372,0,1,2,-0.10000000000000009
49,1,1,0,7802,0,0,1,4030,1,2,0,2.9
25,0,1,1,6300,1,1,1,4187,0,1,2,1.15
58,3,1,2,1126,2,1,1,1521,1,0,1,3.15
36,1,1,2,8245,0,0,0,2723,1,1,0,3.65
65,0,0,0,8996,2,1,0,2929,1,0,1,2.15
25,2,0,0,4460,1,0,0,2137,0,2,0,0.04999999999999982
37,2,1,0,3103,1,1,1,2810,1,0,1,2.1999999999999997
87,3,0,2,9955,1,1,1,3625,0,1,0,1.2999999999999998
69,0,0,2,3644,2,0,1,4300,1,0,1,4.05
38,4,0,1,4824,0,0,0,4354,0,0,0,0.8999999999999999
24,2,0,2,9091,2,1,1,1443,0,2,1,1.15
87,3,0,1,9670,0,0,0,4109,0,0,0,1.25
82,0,1,2,2336,2,0,0,2049,0,0,2,1.4
63,2,1,0,4604,1,1,0,4731,0,0,0,-0.10000000000000009
61,1,1,2,8828,1,0,1,4564,1,2,0,4.15
42,3,0,2,1912,2,1,1,2427,0,0,1,0.7999999999999998
58,2,1,1,7117,1,0,0,4127,1,0,0,3.75
58,0,1,2,7558,2,1,0,3212,1,2,1,3.4
72,3,1,0,1447,2,1,1,2467,0,1,2,0.04999999999999982
74,4,0,1,1480,0,0,0,4908,0,2,2,1.25
66,0,0,1,6931,1,1,0,1654,1,1,1,2.5
71,3,0,0,9467,2,1,0,2044,1,0,2,2.9
56,0,1,1,7815,0,1,1,3518,0,2,2,0.7999999999999998
66,1,0,2,4904,1,1,0,3370,1,2,2,3.3
24,3,0,2,7163,0,0,0,3811,0,0,0,1.65
34,2,0,1,1603,1,1,0,2279,1,0,0,2.4
53,3,1,2,8465,2,0,0,1955,1,0,1,4.0
85,0,0,2,6680,1,0,0,4756,0,0,1,1.75
26,4,1,0,5113,0,1,0,2133,1,0,1,2.4
70,4,0,0,9245,1,1,1,1531,0,0,1,-0.10000000000000009
49,0,0,1,3797,1,0,0,2227,1,0,0,2.8
19,2,1,1,5649,2,1,1,1404,1,1,1,2.9
35,4,1,1,5704,1,0,1,3362,1,0,0,3.55
51,2,0,2,7257,0,0,0,2504,0,0,0,1.65
84,2,1,1,7704,2,0,1,4994,0,2,2,1.9
80,1,1,2,4749,0,1,0,1090,1,2,2,3.15
38,4,1,2,1889,2,0,0,4545,0,0,1,1.5
76,4,1,0,1896,0,0,1,1025,0,2,1,-0.10000000000000009
88,2,0,0,8849,2,1,0,1611,1,0,1,2.25
69,2,1,2,7150,2,0,1,2403,1,1,2,4.8
40,0,1,2,9190,0,0,0,2826,0,2,1,1.4
20,1,1,0,4302,2,0,1,1550,0,2,2,0.04999999999999982
69,2,0,0,8220,2,1,1,2372,1,1,1,2.55
37,4,0,2,5704,1,1,0,1912,0,2,1,1.0
47,2,1,2,9364,0,1,0,1325,1,0,0,3.5
35,4,0,2,6490,2,0,0,1333,0,0,2,2.0
57,0,0,2,5593,2,1,0,3779,1,0,2,3.9
38,0,0,0,9981,1,0,1,2820,0,1,2,0.7999999999999998
61,1,0,0,5710,0,0,0,1089,0,1,2,0.25
24,0,0,1,9768,0,1,1,1771,1,0,2,3.15
51,2,0,0,9369,2,1,0,2811,1,1,2,2.9
55,0,1,1,5033,0,1,0,3053,1,1,0,2.65
52,4,1,1,1016,1,1,0,1324,0,2,1,-0.25
45,4,0,2,4792,0,1,0,1637,0,1,2,1.15
18,3,1,0,3600,0,1,1,4997,0,0,1,0.04999999999999982
83,3,1,2,1399,0,1,0,4057,1,0,0,3.5
84,4,1,1,5557,2,1,1,1457,1,2,0,2.9
45,4,1,1,8865,2,1,1,3886,0,2,1,0.5499999999999998
58,2,0,1,3231,1,0,0,2156,1,0,2,3.55
64,2,1,2,2839,1,1,0,2421,0,1,0,0.6499999999999999
41,2,1,2,9965,0,1,1,2352,1,0,2,4.3
38,0,0,2,9278,2,0,0,1561,0,2,0,1.25
57,2,1,1,6390,1,0,1,2297,0,1,1,1.0499999999999998
49,0,1,0,6198,0,1,0,3485,1,2,0,2.15
90,2,0,0,9941,1,1,1,4294,0,2,1,0.3999999999999999
74,3,1,0,2897,1,1,0,4433,0,2,2,0.25
33,0,0,1,9239,1,0,1,3651,0,0,1,0.7999999999999998
89,3,0,1,3889,2,0,0,1671,1,0,2,3.4
24,4,0,2,5245,1,0,0,1971,0,1,1,1.5
41,0,0,1,2777,2,0,0,3934,0,2,1,0.1499999999999999
70,4,0,2,5607,2,1,0,4971,0,1,0,1.5
61,2,1,1,8386,0,0,1,3046,1,0,0,3.55
31,1,0,1,7181,1,0,1,1119,0,2,2,0.8999999999999999
21,3,1,0,4124,0,1,0,3260,1,2,1,2.05
59,2,0,0,2770,2,1,1,1551,1,0,1,1.9
54,0,0,0,2064,2,0,0,2197,1,0,0,2.15
55,4,0,2,5176,0,1,0,2486,1,2,2,4.15
24,3,1,1,9784,2,0,0,3047,0,2,1,0.8999999999999999
36,1,0,1,5155,0,1,1,4282,0,2,0,0.3999999999999999
31,1,0,0,2217,1,0,1,1238,0,0,2,-0.10000000000000009
60,1,0,0,5599,2,1,1,1980,0,1,0,-0.6000000000000001
24,3,1,1,5613,0,0,0,3228,0,2,1,0.8999999999999999
46,1,1,2,4117,1,0,1,1364,1,2,1,3.3
83,2,1,2,8922,0,0,0,4852,1,0,0,4.5
35,4,1,2,8676,2,1,0,4902,0,1,0,1.5
84,3,0,2,9544,1,1,0,3219,0,1,0,1.15
62,3,1,2,7711,0,0,0,1469,1,0,0,4.0
77,3,0,2,7007,2,0,0,4165,0,1,1,2.0
40,1,0,2,7864,1,1,0,1018,0,1,2,1.0
31,3,0,1,4624,2,0,0,4607,1,2,2,3.9
48,2,1,2,8027,1,0,1,1822,0,1,2,2.15
28,4,1,0,9906,2,1,1,2837,0,1,1,0.04999999999999982
59,4,0,2,4104,0,1,1,1122,1,0,2,3.8
80,3,1,1,8601,2,0,1,3303,1,0,2,4.05
41,1,1,0,4637,2,1,0,3314,0,0,0,-0.95
65,3,1,1,4832,2,0,1,1185,0,0,2,1.0499999999999998
38,4,1,2,4097,0,0,1,4505,1,2,0,4.3
33,2,1,2,9774,2,0,0,2386,1,1,2,4.65
65,1,0,0,4151,2,1,0,2874,0,1,1,-0.95
73,4,0,2,5362,2,1,0,4253,0,2,0,1.5
41,1,1,1,3552,1,0,1,3843,0,1,2,0.6999999999999997
81,0,1,1,8989,1,0,0,4941,0,1,0,1.0
52,2,1,1,4957,1,1,0,4751,0,2,1,0.3999999999999999
29,4,1,1,2547,0,0,1,1736,0,1,0,0.3999999999999999
35,1,1,0,5223,0,1,1,4586,0,1,1,-0.10000000000000009
26,0,0,2,3425,1,1,0,4570,1,0,1,3.4
82,0,0,1,9728,1,0,0,4158,1,0,1,3.5
83,2,1,0,7275,0,0,1,2752,1,0,1,3.05
87,3,0,0,4965,0,0,0,3205,0,0,0,0.04999999999999982
49,0,0,1,3667,2,1,0,4264,1,2,1,2.65
45,2,1,1,3195,1,0,1,2578,1,2,0,3.1999999999999997
56,0,1,1,5978,1,1,1,2957,0,1,2,0.7999999999999998
